Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0060536	cartilage morphogenesis	 	1.956E-3	1.000E0	3.234E-2	2.965E-1	4	38	ALCAM,CHSY1,CRISPLD2,EDN1
GO: Biological Process	GO:0048880	sensory system development	 	1.969E-3	1.000E0	3.246E-2	2.977E-1	25	945	ESR1,VSTM4,ALCAM,MMP2,ALDH1A3,FOXL1,COL8A1,CHSY1,PRICKLE2,PROX1,CYP1B1,INHBA,TTLL5,BCL2,BFSP1,NRP1,PXDN,SULF1,RTN4,LAMB1,EDN1,TGFB2,PCSK7,LUM,SMAD3
GO: Biological Process	GO:0001819	positive regulation of cytokine production	 	1.987E-3	1.000E0	3.253E-2	2.983E-1	18	593	ABL1,MBP,KPNA6,LY96,TLR6,F2R,NOD1,RGCC,AKAP12,FOXP1,CYP1B1,PANX1,SULF1,RTN4,CASP8,IRAK3,LUM,SMAD3
GO: Biological Process	GO:0072080	nephron tubule development	 	1.991E-3	1.000E0	3.253E-2	2.983E-1	7	125	PKD2,OSR1,MYC,BCL2,SIX4,TCF21,HEYL
GO: Biological Process	GO:0010595	positive regulation of endothelial cell migration	 	1.991E-3	1.000E0	3.253E-2	2.983E-1	8	160	ABL1,RIN2,AMOTL1,JCAD,FOXP1,PROX1,NRP1,EDN1
GO: Biological Process	GO:0072088	nephron epithelium morphogenesis	 	2.035E-3	1.000E0	3.313E-2	3.038E-1	6	93	PKD2,OSR1,MYC,BCL2,SIX4,TCF21
GO: Biological Process	GO:0051017	actin filament bundle assembly	 	2.049E-3	1.000E0	3.327E-2	3.051E-1	9	198	ABL1,ACTN1,CARMIL1,RGCC,GAS7,NOX4,ITGB5,NRP1,SMAD3
GO: Biological Process	GO:0035148	tube formation	 	2.106E-3	1.000E0	3.410E-2	3.126E-1	10	238	ABL1,FST,CHSY1,IGFBP3,OSR1,PROX1,SIX4,RGMA,CASP8,TGFB2
GO: Biological Process	GO:0014033	neural crest cell differentiation	 	2.121E-3	1.000E0	3.422E-2	3.138E-1	9	199	ALCAM,TNC,ANXA6,RADIL,MASP1,NRP1,CAPZB,EDN1,EDNRA
GO: Biological Process	GO:0032272	negative regulation of protein polymerization	 	2.148E-3	1.000E0	3.456E-2	3.169E-1	6	94	MAP2,SSH1,CARMIL1,KANK1,SVIL,CAPZB
GO: Biological Process	GO:0060688	regulation of morphogenesis of a branching structure	 	2.225E-3	1.000E0	3.559E-2	3.264E-1	5	65	ABL1,ESR1,SIX4,SULF1,RTN4
GO: Biological Process	GO:0032330	regulation of chondrocyte differentiation	 	2.225E-3	1.000E0	3.559E-2	3.264E-1	5	65	TRPS1,MSMO1,LOXL2,SMAD3,SMAD7
GO: Biological Process	GO:0070831	basement membrane assembly	 	2.271E-3	1.000E0	3.611E-2	3.311E-1	3	19	COL14A1,PXDN,LAMB1
GO: Biological Process	GO:0060541	respiratory system development	 	2.275E-3	1.000E0	3.611E-2	3.311E-1	12	324	GNG8,ALDH1A3,FNDC3B,TNC,FOXP1,PROX1,SIX4,CRISPLD2,TCF21,TGFB2,LIPA,EPAS1
GO: Biological Process	GO:1903035	negative regulation of response to wounding	 	2.278E-3	1.000E0	3.611E-2	3.311E-1	7	128	ANXA2,PROS1,RGMA,RTN4,ADTRP,EDN1,SMAD3
GO: Biological Process	GO:0042981	regulation of apoptotic process	 	2.290E-3	1.000E0	3.620E-2	3.320E-1	42	1899	CDKN2A,TRAF1,ABL1,ESR1,TRPS1,ACTN1,F2R,NOD1,UNG,MMP2,ALDH1A3,FHL2,PHLDA1,RGCC,NOX4,ST3GAL1,AKAP12,PPP2R1B,IGFBP3,OSR1,FOXP1,PDE5A,FYN,MYC,CYP1B1,INHBA,BCL2,SIX4,MAP3K12,NRP1,SOCS2,UACA,RTN4,CASP7,CASP8,EDN1,EDNRA,TGFB2,IRAK3,EPAS1,SMAD3,TPD52L1
GO: Biological Process	GO:0036120	cellular response to platelet-derived growth factor stimulus	 	2.369E-3	1.000E0	3.723E-2	3.414E-1	4	40	PDGFD,FYN,MYC,LTBP1
GO: Biological Process	GO:0003013	circulatory system process	 	2.369E-3	1.000E0	3.723E-2	3.414E-1	23	854	DDAH1,ABL1,F2R,SVEP1,VSTM4,KCNE4,PKD2,MMP2,NOX4,CCDC80,AKAP12,SLC6A6,PDE5A,FYN,SLCO3A1,SULF1,EDN1,EDNRA,TGFB2,SLC44A1,EPAS1,SMAD3,SMAD7
GO: Biological Process	GO:0061333	renal tubule morphogenesis	 	2.389E-3	1.000E0	3.733E-2	3.423E-1	6	96	PKD2,OSR1,MYC,BCL2,SIX4,TCF21
GO: Biological Process	GO:0061035	regulation of cartilage development	 	2.389E-3	1.000E0	3.733E-2	3.423E-1	6	96	TRPS1,MSMO1,TGFB2,LOXL2,SMAD3,SMAD7
GO: Biological Process	GO:0030038	contractile actin filament bundle assembly	 	2.486E-3	1.000E0	3.850E-2	3.530E-1	7	130	ABL1,CARMIL1,RGCC,NOX4,ITGB5,NRP1,SMAD3
GO: Biological Process	GO:0061326	renal tubule development	 	2.486E-3	1.000E0	3.850E-2	3.530E-1	7	130	PKD2,OSR1,MYC,BCL2,SIX4,TCF21,HEYL
GO: Biological Process	GO:0043149	stress fiber assembly	 	2.486E-3	1.000E0	3.850E-2	3.530E-1	7	130	ABL1,CARMIL1,RGCC,NOX4,ITGB5,NRP1,SMAD3
GO: Biological Process	GO:2000026	regulation of multicellular organismal development	 	2.498E-3	1.000E0	3.856E-2	3.536E-1	42	1908	CDKN2A,DDAH1,ABL1,ACACB,MAP2,MBD1,TRPS1,MBP,RXRG,ANKRD54,MSMO1,COL14A1,FLRT2,FST,JCAD,TNC,ANXA2,RGCC,OSR1,FOXP1,PROX1,MYC,CYP1B1,INHBA,SIX4,TIAM2,NRP1,STIM1,RGMA,SULF1,RTN4,LAMA2,CASP8,EDN1,TGFB2,ZBTB49,HEYL,THBS4,LOXL2,MACF1,SMAD3,SMAD7
GO: Biological Process	GO:0021675	nerve development	 	2.504E-3	1.000E0	3.856E-2	3.536E-1	8	166	ALCAM,TNC,SIX4,NRP1,SULF1,RTN4,EDN1,EDNRA
GO: Biological Process	GO:0048041	focal adhesion assembly	 	2.517E-3	1.000E0	3.864E-2	3.543E-1	6	97	ABL1,ACTN1,BCL2,NRP1,MACF1,SMAD3
GO: Biological Process	GO:0000122	negative regulation of transcription by RNA polymerase II	 	2.528E-3	1.000E0	3.864E-2	3.543E-1	28	1123	ESR1,TRPS1,KLF3,TENM2,FHL2,FST,SMURF2,POU5F1,PIAS1,OSR1,FOXP1,ZFHX3,PROX1,MYC,ZNF217,MAGEF1,NFATC2,SUPT5H,SIN3B,TCF21,EDN1,ZBTB49,HEYL,LOXL2,EPAS1,LRRFIP1,SMAD3,SMAD7
GO: Biological Process	GO:0007264	small GTPase mediated signal transduction	 	2.530E-3	1.000E0	3.864E-2	3.543E-1	17	558	CDKN2A,ABL1,TRIO,F2R,RIN2,AKAP12,TIAM2,NRP1,KSR1,KANK1,ARHGEF28,RTN4,EDNRA,TGFB2,SPRY4,SPATA13,PLCE1
GO: Biological Process	GO:0055001	muscle cell development	 	2.577E-3	1.000E0	3.920E-2	3.594E-1	13	373	ACTN1,COL14A1,FHL2,AKAP12,FOXP1,PROX1,BCL2,SIX4,NFATC2,CAPZB,EDN1,EDNRA,SPRY4
GO: Biological Process	GO:0061572	actin filament bundle organization	 	2.591E-3	1.000E0	3.920E-2	3.594E-1	9	205	ABL1,ACTN1,CARMIL1,RGCC,GAS7,NOX4,ITGB5,NRP1,SMAD3
GO: Biological Process	GO:0010714	positive regulation of collagen metabolic process	 	2.596E-3	1.000E0	3.920E-2	3.594E-1	4	41	F2R,RGCC,INHBA,LTBP1
GO: Biological Process	GO:0032354	response to follicle-stimulating hormone	 	2.596E-3	1.000E0	3.920E-2	3.594E-1	4	41	CYP1B1,INHBA,EDN1,EDNRA
GO: Biological Process	GO:0061308	cardiac neural crest cell development involved in heart development	 	2.644E-3	1.000E0	3.981E-2	3.650E-1	3	20	NRP1,EDN1,EDNRA
GO: Biological Process	GO:0032970	regulation of actin filament-based process	 	2.672E-3	1.000E0	4.007E-2	3.674E-1	15	466	ABL1,SSH1,CARMIL1,RGCC,NOX4,PROX1,NRP1,KANK1,SVIL,JAM3,CAPZB,ARPIN-AP3S2,EDN1,TGFB2,SMAD3
GO: Biological Process	GO:0001837	epithelial to mesenchymal transition	 	2.676E-3	1.000E0	4.007E-2	3.674E-1	9	206	RGCC,RTN4,EDN1,EDNRA,TGFB2,HEYL,LOXL2,SMAD3,SMAD7
GO: Biological Process	GO:0060348	bone development	 	2.709E-3	1.000E0	4.041E-2	3.705E-1	12	331	ESR1,FOXN3,ANXA2,ANXA6,CHSY1,FOXP1,SULF1,RABGAP1L,SIN3B,LRRK1,EDN1,TGFB2
GO: Biological Process	GO:1900024	regulation of substrate adhesion-dependent cell spreading	 	2.714E-3	1.000E0	4.041E-2	3.705E-1	5	68	ABL1,CARMIL1,NRP1,KANK1,SPRY4
GO: Biological Process	GO:0007369	gastrulation	 	2.801E-3	1.000E0	4.159E-2	3.814E-1	14	422	MBP,MMP2,COL8A1,COL12A1,POU5F1,OSR1,FYN,INHBA,ITGB5,PTPRE,LAMB1,MSGN1,MACF1,SMAD3
GO: Biological Process	GO:1905516	positive regulation of fertilization	 	2.860E-3	1.000E0	4.189E-2	3.841E-1	2	6	LHFPL2,CFAP69
GO: Biological Process	GO:0030205	dermatan sulfate metabolic process	 	2.860E-3	1.000E0	4.189E-2	3.841E-1	2	6	DSE,DSEL
GO: Biological Process	GO:0036022	limb joint morphogenesis	 	2.860E-3	1.000E0	4.189E-2	3.841E-1	2	6	OSR1,SULF1
GO: Biological Process	GO:1903210	podocyte apoptotic process	 	2.860E-3	1.000E0	4.189E-2	3.841E-1	2	6	ABL1,EDNRA
GO: Biological Process	GO:0046882	negative regulation of follicle-stimulating hormone secretion	 	2.860E-3	1.000E0	4.189E-2	3.841E-1	2	6	FST,INHBA
GO: Biological Process	GO:0003012	muscle system process	 	2.874E-3	1.000E0	4.198E-2	3.850E-1	17	565	F2R,KCNE4,PKD2,COL14A1,ANXA6,PRKAG3,FOXP1,PDE5A,SNTB1,GATM,SULF1,EDN1,EDNRA,SSPN,SMAD3,SMAD7,PLCE1
GO: Biological Process	GO:0001658	branching involved in ureteric bud morphogenesis	 	2.893E-3	1.000E0	4.201E-2	3.852E-1	5	69	PKD2,MYC,BCL2,SIX4,TCF21
GO: Biological Process	GO:1902622	regulation of neutrophil migration	 	2.893E-3	1.000E0	4.201E-2	3.852E-1	5	69	JAM3,RTN4,EDN1,EDNRA,THBS4
GO: Biological Process	GO:0014032	neural crest cell development	 	2.900E-3	1.000E0	4.201E-2	3.852E-1	8	170	TNC,ANXA6,RADIL,MASP1,NRP1,CAPZB,EDN1,EDNRA
GO: Biological Process	GO:0031345	negative regulation of cell projection organization	 	2.919E-3	1.000E0	4.218E-2	3.868E-1	10	249	MAP2,MBP,TNC,FYN,NRP1,RGMA,KANK1,RTN4,CAPZB,ARPIN-AP3S2
GO: Biological Process	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	 	2.933E-3	1.000E0	4.226E-2	3.876E-1	6	100	CDKN2A,F2R,NOD1,MYC,CASP8,SMAD3
GO: Biological Process	GO:0003279	cardiac septum development	 	2.946E-3	1.000E0	4.234E-2	3.882E-1	7	134	PROX1,NRP1,CNTRL,TGFB2,HEYL,LTBP1,SMAD7
GO: Biological Process	GO:0010721	negative regulation of cell development	 	3.004E-3	1.000E0	4.306E-2	3.948E-1	10	250	MAP2,MBD1,MBP,TNC,PROX1,NRP1,RGMA,KANK1,RTN4,SPRY4
GO: Biological Process	GO:0061307	cardiac neural crest cell differentiation involved in heart development	 	3.053E-3	1.000E0	4.353E-2	3.991E-1	3	21	NRP1,EDN1,EDNRA
GO: Biological Process	GO:0051797	regulation of hair follicle development	 	3.053E-3	1.000E0	4.353E-2	3.991E-1	3	21	FST,INHBA,TGFB2
GO: Biological Process	GO:0071622	regulation of granulocyte chemotaxis	 	3.080E-3	1.000E0	4.367E-2	4.004E-1	5	70	CMKLR1,JAM3,EDN1,EDNRA,THBS4
GO: Biological Process	GO:1904888	cranial skeletal system development	 	3.087E-3	1.000E0	4.367E-2	4.004E-1	11	293	FOXN3,ALCAM,FST,MASP1,SIX4,CRISPLD2,RTN4,EDN1,EDNRA,TGFB2,SMAD3
GO: Biological Process	GO:0032925	regulation of activin receptor signaling pathway	 	3.095E-3	1.000E0	4.367E-2	4.004E-1	4	43	FST,OSR1,MAGI2,SMAD7
GO: Biological Process	GO:0036119	response to platelet-derived growth factor	 	3.095E-3	1.000E0	4.367E-2	4.004E-1	4	43	PDGFD,FYN,MYC,LTBP1
GO: Biological Process	GO:0048701	embryonic cranial skeleton morphogenesis	 	3.140E-3	1.000E0	4.418E-2	4.051E-1	9	211	ALCAM,FST,SIX4,CRISPLD2,RTN4,EDN1,EDNRA,TGFB2,SMAD3
GO: Biological Process	GO:0006468	protein phosphorylation	 	3.203E-3	1.000E0	4.496E-2	4.123E-1	40	1818	CDKN2A,ABL1,TRIO,TLR6,ANKRD54,PKD2,SH3BP5,ANXA2,RGCC,NOX4,ST3GAL1,PRKAG3,IGFBP3,PDGFD,PDE5A,FYN,PROX1,INHBA,SLCO3A1,BCL2,SIRPA,MAST2,MAP3K12,MPRIP,NRP1,RGMA,KSR1,LRRK1,ADTRP,EDN1,EDNRA,TGFB2,THBS4,RNASEL,SPRY4,MOB3B,IRAK3,SMAD7,TPD52L1,PLCE1
GO: Biological Process	GO:0071621	granulocyte chemotaxis	 	3.227E-3	1.000E0	4.508E-2	4.133E-1	8	173	LYST,CMKLR1,SRP54,JAM3,EDN1,EDNRA,TGFB2,THBS4
GO: Biological Process	GO:0097581	lamellipodium organization	 	3.237E-3	1.000E0	4.508E-2	4.133E-1	6	102	CARMIL1,KANK1,CAPZB,ARPIN-AP3S2,SPATA13,PLCE1
GO: Biological Process	GO:0035023	regulation of Rho protein signal transduction	 	3.237E-3	1.000E0	4.508E-2	4.133E-1	6	102	ABL1,F2R,AKAP12,NRP1,KANK1,ARHGEF28
GO: Biological Process	GO:0016055	Wnt signaling pathway	 	3.256E-3	1.000E0	4.523E-2	4.147E-1	17	572	ABL1,AMOTL1,PKD2,SMURF2,FOXL1,POU5F1,PRICKLE2,MYC,MAGI2,KANK1,SULF1,GRB10,LRRK1,EDN1,EDNRA,MACF1,SMAD3
GO: Biological Process	GO:0035282	segmentation	 	3.342E-3	1.000E0	4.630E-2	4.246E-1	9	213	CCDC80,POU5F1,OSR1,PUM1,NRP1,SULF1,EDNRA,MSGN1,SMAD3
GO: Biological Process	GO:0198738	cell-cell signaling by wnt	 	3.372E-3	1.000E0	4.657E-2	4.271E-1	17	574	ABL1,AMOTL1,PKD2,SMURF2,FOXL1,POU5F1,PRICKLE2,MYC,MAGI2,KANK1,SULF1,GRB10,LRRK1,EDN1,EDNRA,MACF1,SMAD3
GO: Biological Process	GO:0120031	plasma membrane bounded cell projection assembly	 	3.379E-3	1.000E0	4.657E-2	4.271E-1	21	775	ABL1,TENM2,PKD2,CARMIL1,AKAP12,DYNC2LI1,PRICKLE2,ZNF423,TTLL5,NRP1,KANK1,RABGAP1L,SYNE1,CAPZB,LAMB1,FMNL3,CFAP58,EMP1,CFAP69,SPATA13,PLCE1
GO: Biological Process	GO:0001656	metanephros development	 	3.397E-3	1.000E0	4.671E-2	4.283E-1	6	103	PKD2,OSR1,MYC,BCL2,SIX4,TCF21
GO: Biological Process	GO:0009725	response to hormone	 	3.472E-3	1.000E0	4.762E-2	4.366E-1	32	1370	MAP2,ESR1,MBP,RXRG,MTUS1,MMP2,FHL2,TNC,ANXA2,IGFBP3,PLPP1,FOXP1,FYN,MYC,CYP1B1,INHBA,GATM,BCL2,SOCS2,KANK1,PTPRE,FIBIN,C9,RAB31,TCF21,GRB10,ADTRP,EDN1,EDNRA,TGFB2,HEYL,LTBP1
GO: Biological Process	GO:0001954	positive regulation of cell-matrix adhesion	 	3.481E-3	1.000E0	4.762E-2	4.366E-1	5	72	ABL1,RIN2,NRP1,PLEKHA2,SMAD3
GO: Biological Process	GO:0043067	regulation of programmed cell death	 	3.502E-3	1.000E0	4.779E-2	4.382E-1	42	1944	CDKN2A,TRAF1,ABL1,ESR1,TRPS1,ACTN1,F2R,NOD1,UNG,MMP2,ALDH1A3,FHL2,PHLDA1,RGCC,NOX4,ST3GAL1,AKAP12,PPP2R1B,IGFBP3,OSR1,FOXP1,PDE5A,FYN,MYC,CYP1B1,INHBA,BCL2,SIX4,MAP3K12,NRP1,SOCS2,UACA,RTN4,CASP7,CASP8,EDN1,EDNRA,TGFB2,IRAK3,EPAS1,SMAD3,TPD52L1
GO: Biological Process	GO:0043065	positive regulation of apoptotic process	 	3.546E-3	1.000E0	4.825E-2	4.424E-1	20	727	CDKN2A,ABL1,TRPS1,MMP2,ALDH1A3,PHLDA1,RGCC,NOX4,AKAP12,PPP2R1B,IGFBP3,PDE5A,MYC,CYP1B1,INHBA,UACA,CASP7,CASP8,TGFB2,TPD52L1
GO: Biological Process	GO:0010950	positive regulation of endopeptidase activity	 	3.554E-3	1.000E0	4.825E-2	4.424E-1	9	215	CDKN2A,MBP,F2R,NOD1,FYN,MYC,UACA,CASP8,SMAD3
GO: Biological Process	GO:1904063	negative regulation of cation transmembrane transport	 	3.609E-3	1.000E0	4.888E-2	4.482E-1	7	139	KCNE4,PKD2,ANK3,OSR1,BCL2,SLC30A1,TGFB2
GO: Biological Process	GO:0110110	positive regulation of animal organ morphogenesis	 	3.655E-3	1.000E0	4.888E-2	4.482E-1	4	45	POU5F1,SIX4,EDN1,EDNRA
GO: Biological Process	GO:0071371	cellular response to gonadotropin stimulus	 	3.655E-3	1.000E0	4.888E-2	4.482E-1	4	45	CYP1B1,INHBA,EDN1,EDNRA
GO: Biological Process	GO:0030878	thyroid gland development	 	3.655E-3	1.000E0	4.888E-2	4.482E-1	4	45	EDN1,EDNRA,TGFB2,SMAD3
GO: Biological Process	GO:0033687	osteoblast proliferation	 	3.655E-3	1.000E0	4.888E-2	4.482E-1	4	45	ABL1,MN1,BCL2,SMAD3
GO: Biological Process	GO:0072175	epithelial tube formation	 	3.664E-3	1.000E0	4.888E-2	4.482E-1	9	216	ABL1,FST,IGFBP3,OSR1,PROX1,SIX4,RGMA,CASP8,TGFB2
GO: Biological Process	GO:0014902	myotube differentiation	 	3.664E-3	1.000E0	4.888E-2	4.482E-1	9	216	ACTN1,MYC,BCL2,SIX4,PTGFRN,STIM1,NFATC2,JAM3,SPRY4
GO: Biological Process	GO:0060326	cell chemotaxis	 	3.682E-3	1.000E0	4.900E-2	4.493E-1	13	389	LYST,MTUS1,ACKR2,CMKLR1,MMP2,PDGFD,SRP54,NRP1,JAM3,EDN1,EDNRA,TGFB2,THBS4
GO: Biological Process	GO:0030177	positive regulation of Wnt signaling pathway	 	3.707E-3	1.000E0	4.915E-2	4.507E-1	8	177	ABL1,SMURF2,POU5F1,KANK1,SULF1,LRRK1,MACF1,SMAD3
GO: Biological Process	GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	 	3.711E-3	1.000E0	4.915E-2	4.507E-1	20	730	ABL1,SSH1,AMOTL1,PKD2,SMURF2,FOXL1,POU5F1,PRICKLE2,MYC,ZNF423,MAGI2,KANK1,SULF1,GRB10,LRRK1,GRIN2D,EDN1,EDNRA,MACF1,SMAD3
GO: Biological Process	GO:0072028	nephron morphogenesis	 	3.736E-3	1.000E0	4.934E-2	4.524E-1	6	105	PKD2,OSR1,MYC,BCL2,SIX4,TCF21
GO: Biological Process	GO:1902903	regulation of supramolecular fiber organization	 	3.744E-3	1.000E0	4.934E-2	4.524E-1	14	436	ABL1,MAP2,SSH1,CARMIL1,RGCC,NOX4,PROX1,NRP1,KANK1,SVIL,CAPZB,ARPIN-AP3S2,EDN1,SMAD3
GO: Biological Process	GO:0043433	negative regulation of DNA-binding transcription factor activity	 	3.776E-3	1.000E0	4.965E-2	4.552E-1	9	217	CDKN2A,ESR1,PKD2,CMKLR1,PROX1,CYP1B1,HEYL,IRAK3,SMAD7
GO: Cellular Component	GO:0005604	basement membrane	 	4.653E-9	2.759E-6	2.759E-6	1.921E-5	14	132	MATN2,COL14A1,COL8A1,TNC,ANXA2,CCDC80,DST,PXDN,LAMA2,LAMB1,LAMC2,TGFB2,THBS4,LOXL2
GO: Cellular Component	GO:0062023	collagen-containing extracellular matrix	 	4.508E-8	2.674E-5	1.337E-5	9.308E-5	26	541	MATN2,COL14A1,MMP2,COL6A3,COL8A1,COL12A1,TNC,ANXA2,ANXA6,CCDC80,VCAN,ADAM19,DST,PXDN,SULF1,DPT,LAMA2,LAMB1,LAMC2,TGFB2,THBS4,ANGPTL2,LOXL2,SERPINB1,LTBP1,LUM
GO: Cellular Component	GO:0031012	extracellular matrix	 	9.058E-8	5.371E-5	1.429E-5	9.952E-5	29	678	MATN2,SVEP1,COL14A1,FLRT2,MMP2,COL6A3,COL8A1,COL12A1,TNC,ANXA2,ANXA6,CCDC80,VCAN,ADAM19,DST,PXDN,SULF1,CRISPLD2,DPT,LAMA2,LAMB1,LAMC2,TGFB2,THBS4,ANGPTL2,LOXL2,SERPINB1,LTBP1,LUM
GO: Cellular Component	GO:0030312	external encapsulating structure	 	9.641E-8	5.717E-5	1.429E-5	9.952E-5	29	680	MATN2,SVEP1,COL14A1,FLRT2,MMP2,COL6A3,COL8A1,COL12A1,TNC,ANXA2,ANXA6,CCDC80,VCAN,ADAM19,DST,PXDN,SULF1,CRISPLD2,DPT,LAMA2,LAMB1,LAMC2,TGFB2,THBS4,ANGPTL2,LOXL2,SERPINB1,LTBP1,LUM
GO: Cellular Component	GO:0031252	cell leading edge	 	5.773E-7	3.423E-4	6.847E-5	4.768E-4	23	499	ABL1,MAP2,ACTN1,SSH1,AMOTL1,PKD2,JCAD,WIPF1,ANXA2,CARMIL1,GAS7,PANX1,ITGB5,TIAM2,KSR1,KANK1,DST,CAPZB,ARPIN-AP3S2,SPRY4,MACF1,SPATA13,PLCE1
GO: Cellular Component	GO:0042383	sarcolemma	 	2.745E-6	1.628E-3	2.713E-4	1.889E-3	13	190	ESR1,ACTN1,PKD2,COL6A3,ANK3,ANXA2,ANXA6,SNTB1,SLC30A1,DST,LAMA2,EDNRA,SSPN
GO: Cellular Component	GO:0001726	ruffle	 	6.319E-6	3.747E-3	5.353E-4	3.728E-3	13	205	ABL1,MAP2,ACTN1,JCAD,WIPF1,ANXA2,GAS7,PANX1,KSR1,KANK1,SPRY4,MACF1,SPATA13
GO: Cellular Component	GO:0099081	supramolecular polymer	 	4.797E-5	2.845E-2	3.556E-3	2.476E-2	34	1181	MAP2,ACTN1,MTUS1,PKD2,ACKR2,MMP2,FHL2,CNN3,COL6A3,COL8A1,WIPF1,ANK3,CARMIL1,GAS7,CHMP2B,RADIL,DYNC2LI1,FYN,TTLL5,BFSP1,NRP1,STIM1,DST,PDLIM3,SVIL,DYNLRB1,JAM3,SYNE1,CAPZB,IFFO2,MACF1,CLMP,LTBP1,LUM
GO: Cellular Component	GO:0099512	supramolecular fiber	 	9.524E-5	5.648E-2	6.276E-3	4.370E-2	33	1172	MAP2,ACTN1,MTUS1,PKD2,ACKR2,MMP2,FHL2,CNN3,COL6A3,WIPF1,ANK3,CARMIL1,GAS7,CHMP2B,RADIL,DYNC2LI1,FYN,TTLL5,BFSP1,NRP1,STIM1,DST,PDLIM3,SVIL,DYNLRB1,JAM3,SYNE1,CAPZB,IFFO2,MACF1,CLMP,LTBP1,LUM
GO: Cellular Component	GO:0032587	ruffle membrane	 	1.177E-4	6.979E-2	6.979E-3	4.860E-2	8	106	MAP2,JCAD,PANX1,KSR1,KANK1,SPRY4,MACF1,SPATA13
GO: Cellular Component	GO:0015629	actin cytoskeleton	 	1.466E-4	8.691E-2	7.901E-3	5.502E-2	20	568	ABL1,MAP2,ACTN1,ACKR2,CNN3,WIPF1,ANXA2,CARMIL1,GAS7,NOX4,SEPTIN11,FYN,MPRIP,DST,PDLIM3,SVIL,JAM3,ARSJ,CAPZB,MACF1
GO: Cellular Component	GO:0005884	actin filament	 	1.706E-4	1.012E-1	8.300E-3	5.779E-2	9	142	ACTN1,ACKR2,CNN3,WIPF1,CARMIL1,GAS7,FYN,PDLIM3,JAM3
GO: Cellular Component	GO:0005607	laminin-2 complex	 	1.953E-4	1.158E-1	8.300E-3	5.779E-2	2	2	LAMB1,LAMC2
GO: Cellular Component	GO:0044352	pinosome	 	2.099E-4	1.245E-1	8.300E-3	5.779E-2	3	9	ANKFY1,ANXA2,CARMIL1
GO: Cellular Component	GO:0044354	macropinosome	 	2.099E-4	1.245E-1	8.300E-3	5.779E-2	3	9	ANKFY1,ANXA2,CARMIL1
GO: Cellular Component	GO:0098590	plasma membrane region	 	2.373E-4	1.407E-1	8.797E-3	6.125E-2	38	1498	MAP2,F2R,TENM2,EPS15L1,NOD1,KCNE4,SSH1,AMOTL1,PKD2,JCAD,ANK3,ANXA2,ANXA6,NOX4,SLC6A6,SNCAIP,PLPP1,PRICKLE2,PLB1,PANX1,SLC30A1,ITGB5,NRP1,STIM1,MAGI2,KSR1,KANK1,DST,SVIL,NT5E,SYNE1,RTN4,GRIN2D,ADTRP,SSPN,SPRY4,MACF1,SPATA13
GO: Cellular Component	GO:0097517	contractile actin filament bundle	 	2.985E-4	1.770E-1	9.834E-3	6.848E-2	7	92	ACTN1,ANXA2,NOX4,SEPTIN11,MPRIP,DST,PDLIM3
GO: Cellular Component	GO:0001725	stress fiber	 	2.985E-4	1.770E-1	9.834E-3	6.848E-2	7	92	ACTN1,ANXA2,NOX4,SEPTIN11,MPRIP,DST,PDLIM3
GO: Cellular Component	GO:0005925	focal adhesion	 	3.689E-4	2.188E-1	1.151E-2	8.017E-2	16	430	ACTN1,ALCAM,FLRT2,FHL2,CNN3,TNC,ANXA6,NOX4,AKAP12,SNTB1,ITGB5,MPRIP,NRP1,DST,SVIL,SPRY4
GO: Cellular Component	GO:0099080	supramolecular complex	 	4.559E-4	2.703E-1	1.352E-2	9.412E-2	38	1549	MAP2,ACTN1,HENMT1,MTUS1,PKD2,ACKR2,MMP2,FHL2,CNN3,COL6A3,COL8A1,WIPF1,ANK3,CARMIL1,GAS7,CHMP2B,RADIL,SNCAIP,DYNC2LI1,PUM1,FYN,TTLL5,BFSP1,NRP1,STIM1,DST,PDLIM3,SVIL,DYNLRB1,JAM3,SYNE1,CAPZB,IFFO2,SERPINB1,MACF1,CLMP,LTBP1,LUM
GO: Cellular Component	GO:0030055	cell-substrate junction	 	4.978E-4	2.952E-1	1.406E-2	9.789E-2	16	442	ACTN1,ALCAM,FLRT2,FHL2,CNN3,TNC,ANXA6,NOX4,AKAP12,SNTB1,ITGB5,MPRIP,NRP1,DST,SVIL,SPRY4
GO: Cellular Component	GO:0032432	actin filament bundle	 	5.594E-4	3.317E-1	1.466E-2	1.021E-1	7	102	ACTN1,ANXA2,NOX4,SEPTIN11,MPRIP,DST,PDLIM3
GO: Cellular Component	GO:0030934	anchoring collagen complex	 	5.726E-4	3.395E-1	1.466E-2	1.021E-1	2	3	COL14A1,COL12A1
GO: Cellular Component	GO:0042641	actomyosin	 	5.932E-4	3.517E-1	1.466E-2	1.021E-1	7	103	ACTN1,ANXA2,NOX4,SEPTIN11,MPRIP,DST,PDLIM3
